	Column0	Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13	Column14	Column15	Column16	Column17	Column18	Column19	Column20	Column21	Column22	Column23	Column24	Column25	Column26	Column27	Column28	Column29	Column30	Column31	Column32	Column33	Column34	Column35	Column36	Column37	Column38	Column39	Column40	Column41	Column42	Column43	Column44	Column45	Column46	Column47	Column48	Column49
Column0	0.0	1.3496265684891973	0.9564459513502857	1.1118015311679055	0.8192241829880749	0.7018928803204334	0.9392205297822342	1.2164502234465366	0.754251910214529	0.7017596246726117	0.5364355491551902	0.7936055797458645	1.1924055177233128	1.1195294767922854	0.9450373036666443	0.5593844194653244	0.7898833873509247	1.025886844759431	0.48483937023725443	0.6984484184877506	1.100371669298713	0.9886288113025101	0.6742643248046176	0.8478191586908793	0.5839389118373202	0.736528744503594	0.6456228345425925	1.2587983635627102	0.9884665710731387	1.057748158439312	0.8648162271109637	1.033872348181709	1.1742485525128894	1.0118149712388107	0.6013539956895626	0.9674319446678279	0.8567843317148628	0.975166265378074	0.8424159453686478	1.2150914067637923	0.8853558322708711	0.6588486533784226	0.7105245351849043	0.8385612970514609	0.8456422429099657	0.36325694126596375	1.1561777400740112	0.6558081385018291	0.7578498179418958	0.7865608893433733
Column1	1.3496265684891973	0.0	0.7018782044222925	0.46037435721697506	0.7402659663423796	1.0891560637920301	0.7705183342508702	0.5504709767623752	1.221479281059724	0.89987978180228	0.873894459466326	1.3443015046715927	0.5159846633680296	0.3664329371920031	1.0088449442935834	0.6142275208001711	0.8467400988049011	0.6492499704072634	0.7784948287352007	1.0970578566389932	0.26357412928008406	0.5083371048463665	0.8935935939125883	0.7796343974075233	1.1168722448071557	0.6152063717299028	1.057321763585412	0.5712546334750955	0.9043542555390421	0.7899888607028308	0.8975789757500388	0.7019941035981885	0.48972881412368185	0.6460610176240855	0.75730145793734	0.7386577307260973	0.6137589486594645	0.45442981462079945	0.7596798890440764	0.6214185845890292	1.1298602857404587	0.857957916703197	0.6007476741103697	0.6130967776126064	0.5125714323667437	0.8667327208649841	0.7414076354075425	0.7362812563738632	1.3814922808800931	0.6124749782758327
Column2	0.9564459513502857	0.7018782044222925	0.0	0.736569426315161	1.0616882943771098	1.0033422584895677	1.1453199901492177	0.34844098355274034	1.0534699868416066	0.6412168386787928	0.5301394069209497	0.6517661091437594	0.704013655294564	0.4717325858149437	0.6030908338179113	0.8400970029539309	0.5609276373516537	0.49787097401652247	0.760525016142499	0.9593178869537016	0.84233664422765	0.5015969733952825	0.6812780398367659	0.6836606712681648	0.9026232957943844	0.9056152179182124	0.6966110125792375	0.5339187776433583	0.8537636506896048	0.6349004253782654	0.7042289034742373	0.7187207630201615	1.1249994167064787	0.6078148593700097	0.8195976708402737	0.7210152322974102	0.5068103198085581	0.6006281129400478	0.7382410484031361	0.5747602484636745	1.2424249796122517	0.66351560883028	0.6344458050926708	0.6586249281129458	0.7390475124681067	0.631357511208537	1.099437226390901	0.5439498971247891	0.7280489243521673	0.8599602654245969
Column3	1.1118015311679055	0.46037435721697506	0.736569426315161	0.0	0.9030103321755305	0.7179234876651976	0.8025119558725529	0.4587859033045588	1.108809738237244	0.9257857962168344	0.9052218962882923	1.2635563692136187	0.8388534289390701	0.6416875550445458	0.7061890148938847	0.8565162217563274	0.6528411770149609	0.6296591104824811	0.7235413751467719	0.7400241572427544	0.5583136359659027	0.5495342530334968	1.0310820462112267	0.6960815269561063	0.8422607508227988	0.8147688300032326	1.0701623577966417	0.6121240181167553	0.6053510968992697	0.8435384339889924	0.7050277077256217	0.35556955719841954	0.6509923761645235	0.7565646352779836	0.6716754616751972	0.9249272519964129	0.7990282466527528	0.531051213809586	0.5544700353505374	0.7423506170952767	1.0109963441021197	0.34682344513626073	0.7215551227768155	0.6405423718381074	0.3942490584790369	0.8679850823255263	0.8031378633189915	0.6145377184086787	1.1274227624774344	0.8842931588929419
Column4	0.8192241829880749	0.7402659663423796	1.0616882943771098	0.9030103321755305	0.0	0.9794139349597687	1.0559680959965094	1.30084205596903	1.0638044382186784	1.261258149054195	0.9286375685880307	1.5085714821215972	0.961049531884349	0.841924406007276	1.3335827113368968	0.6664114058746007	0.8388229427483428	1.184983222625581	0.776567308297504	1.1312845690177256	0.7441330728777478	1.003338670193897	1.165411284883827	1.3095289286690108	0.8702834892872635	1.11782912456574	1.2572633402725266	1.4206401039198575	1.115048631835498	1.2262880639627778	1.5373381599125593	1.1275114885604074	0.6942050240442625	1.060804967524452	1.0135739994955946	0.9676263903415365	0.614878387099006	0.757739235756191	0.901061388061436	0.9559555918449631	0.6831291412825391	0.9496942384786844	1.1305766958960224	0.6106387216847078	0.5621176215725006	0.8697632248529887	0.8086623201781181	0.8763248589029763	1.1864511626782004	0.9279294496917949
Column5	0.7018928803204334	1.0891560637920301	1.0033422584895677	0.7179234876651976	0.9794139349597687	0.0	0.4850169343037485	0.9019385918536122	0.3916007261534501	0.9041405208255555	0.6470524755305533	0.9207737777538842	0.7432795679769568	0.9067656023748921	0.6430697094966396	0.9671759610081662	0.5192513633703204	0.9472335499684561	0.7039302568022193	0.29771192410213176	0.7736118805603628	0.814324954170429	0.979419995171767	0.7940160380198275	0.4304924642641399	0.7409713931950672	0.5696728912611576	1.0611312859082136	0.6229934220859421	0.7318165935218658	0.6735385593452143	0.8946813065413721	0.7461262308044221	0.7109763366555553	0.44031470342436596	0.4644597916298956	0.5339766936991206	0.6512158529035652	0.2872656771366431	1.1005709016579635	0.6256365733200107	0.7637358341892283	0.9157113205560262	0.9118296968251652	0.5885935364737083	0.5691453314834738	0.801751911148371	0.7279549273832339	0.6033820643023001	1.001256462557115
Column6	0.9392205297822342	0.7705183342508702	1.1453199901492177	0.8025119558725529	1.0559680959965094	0.4850169343037485	0.0	0.7296149125300764	0.6150211485259404	0.8161411644490651	0.8496954024693226	0.8771649393500913	0.6854646467763879	0.7230651981680176	0.5994967359510839	0.8958737991061075	1.1207719999389323	0.8081847566857518	0.6066681883686086	0.698021437304899	0.6239036624375734	0.5626869004917301	0.5665805158825608	0.6542550429874832	0.9951616619853682	0.5822156867648858	0.6175632352186439	0.8922868659867282	0.8183266801070457	0.8311236176476563	0.8842598348817169	0.634893274050284	0.5144641479816322	1.0332982129602255	0.6255623501109675	0.6372471195194122	0.817856756197085	0.8745467225747574	0.5564680185649886	0.8950803862290329	0.5067364305393399	0.8207713234419185	0.9184984883232327	0.9363449825929722	0.7262420845962594	0.7052689446681251	0.7891502014743541	0.7228869230834958	0.9510631401937802	0.7716961726990607
Column7	1.2164502234465366	0.5504709767623752	0.34844098355274034	0.4587859033045588	1.30084205596903	0.9019385918536122	0.7296149125300764	0.0	0.9799797850990165	0.591705843508809	0.5817426857988315	0.8007664591781138	0.710327428942923	0.5566983969972612	0.27899503964505556	0.8896739067724599	0.7490913355780062	0.5215670838179312	0.6479805707284845	0.8461020320454746	0.7070682426642383	0.3775770329551369	0.7192103395844841	0.4395572957986785	1.0799875768731368	0.768632034221339	0.5871105893609871	0.24006291619341724	0.8073703040033682	0.6195329625909354	0.5916391665046434	0.400334705293919	0.586320853619717	0.6704645655503056	0.6444836832767528	0.6950067120499894	0.6527830191598076	0.6100780232871946	0.5208012556058694	0.5307329322653642	1.0928617994421772	0.5386135229310021	0.7056728102751977	0.7079490253925649	0.7322681724148435	0.8575173595287584	0.7722879595188481	0.5535004072546715	0.9317430262419742	0.8398198024539346
Column8	0.754251910214529	1.221479281059724	1.0534699868416066	1.108809738237244	1.0638044382186784	0.3916007261534501	0.6150211485259404	0.9799797850990165	0.0	0.8590066916114054	0.4516762835857454	0.6979831616557213	0.7792510993826569	1.1018639598687243	0.5015634659145511	0.8651975660295561	0.6675812847776217	1.0167615400325611	0.6181274800756729	0.5150209829343426	0.6999264427486475	0.8537871218224017	0.7507983024114389	0.5829673160961648	0.49899532229325294	0.7447597870372369	0.329950827481411	0.9319777258304401	0.8591066225690099	0.534525156458225	0.6497735027472937	1.1970335231340978	0.8688756629423946	0.8071758031827072	0.5702799917490352	0.36677600035243896	0.5454825967827714	0.9011065093995151	0.4017464149623241	0.918746782392482	0.5440514575724902	1.1929823290498929	1.1530204038673635	0.9370265230540535	0.9441759963420194	0.5472563984048491	0.7823407267531852	0.6274447689032288	0.5756697506328077	0.8246112756053385
Column9	0.7017596246726117	0.89987978180228	0.6412168386787928	0.9257857962168344	1.261258149054195	0.9041405208255555	0.8161411644490651	0.591705843508809	0.8590066916114054	0.0	0.350766638399449	0.5988393649121186	0.8707423194688165	0.8757636992248345	0.6773473451717062	0.8137399213380931	0.8493487366826367	0.8557933974651235	0.5235473411522049	1.1122381026501469	0.9037945575297284	0.5339727686744984	0.26174788945866634	0.321864972302771	1.0072393776360258	0.698705535602018	0.3338930262730274	0.5184451097967561	0.9304990146789742	0.5723566775546426	0.7582198442281403	0.8790206048208812	0.8846856199482257	0.6645892946246849	0.365816347416714	0.6053564927487346	0.8601951975043747	0.9829723948070042	0.650386613933754	0.8019276549992715	0.8144169511421457	0.8362220268666427	0.42937744195948646	0.5707653744815904	0.9190818254327165	0.6349301056428052	0.7284919104006284	0.5334355372485127	0.9867205209715227	0.7786517506581923
