Column	Column0	Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13	Column14	Column15	Column16	Column17	Column18	Column19	Column20	Column21	Column22	Column23	Column24	Column25	Column26	Column27	Column28	Column29	Column30	Column31	Column32	Column33	Column34	Column35	Column36	Column37	Column38	Column39	Column40	Column41	Column42	Column43	Column44	Column45	Column46	Column47	Column48	Column49
Column0	0.0	0.9590172458685652	1.3054152906419487	0.6309093199649514	0.5981376384137026	0.8352273690124916	0.5283483062857173	0.6857268311586993	1.2005178502081906	1.0371745009807383	0.4743427776236172	0.8721685390026009	0.822890026642736	0.9474739269391329	0.8753185927172851	0.5455814293270529	0.9178115917776672	0.8478786134259286	0.5254694042768784	0.9808811430949343	0.6440716860708935	0.5719585268466646	0.9054895465700825	0.7138567820749346	0.7000834641986573	0.8604553533294209	0.6568170974052316	0.4270035966993624	0.952263921495334	0.691730515254623	0.5048329811729488	0.692464099903414	0.8302166210505283	0.6320234201686845	0.7694572859942816	0.6590348954594202	1.5125588970416908	0.7337489515934077	1.289343390958972	0.8466596901519944	0.7714118948180325	0.6826108850682455	0.3355501515202317	0.6569965804880356	0.5489239534804149	0.7637603064663601	0.6996437332884381	0.7560282937262841	0.6262183630317335	0.9977820908411199
Column1	0.9590172458685652	0.0	0.9703816611178393	0.6114411679101636	0.5479104679493106	0.7155042180287383	0.8253129962867211	0.4534766807458658	0.4767843477157835	0.7023442838635239	0.9939620416189976	0.5144501130252535	0.5278034878746654	0.9485912743430628	1.0101828056133642	0.49884107756742635	0.7051384752532406	0.8397420064958139	0.654737031889778	0.5107115360359726	0.8085250532067338	0.7128446901253034	0.47086562961337264	0.8872061063213758	1.0720057550677802	0.7120018165772009	0.6259237624498944	1.1370232611126798	0.8113574311926668	0.6229690014881673	1.0575578989256604	0.6237039834204097	1.0706146612802983	1.140049514368636	0.8422056294537648	0.8996669141252961	0.6397482091694545	0.6820996052436346	0.49612594390871734	0.6858503084992476	0.9878630475584952	0.7437249902744595	0.7735667417807175	0.7598838423100216	0.7885048288293292	1.1264865550717948	0.5881976141394514	0.43577331716169354	0.8944595337062975	0.7577080526837139
Column2	1.3054152906419487	0.9703816611178393	0.0	0.9680042635325957	0.9325297628203809	1.1350521324894007	1.1813151335322412	1.3118793268634383	0.8227825481781396	0.9679148530072929	1.4942605993515354	0.9879329535938918	0.9555607982249161	0.7454923523105011	0.867934042959482	0.8834761838753893	0.5636769943541986	1.0051100962080748	1.1539305782296316	1.0928763835574964	1.0735094071157478	0.9781601918720271	1.0980561811112857	0.9630805117437015	0.6970061817566104	0.47764132858969777	1.2547815862657257	0.7282231079734345	0.8570693936847827	1.0673787843751477	0.9985737726118536	0.6588634609762327	0.5425632344478107	0.9317655883915845	0.8855537966049981	1.0075743647745075	0.7824855711099339	0.8578097763301074	0.7083162075541335	0.4865931452397466	0.8871239770343564	0.8986357386258703	0.8779746375388772	0.9075857073328255	1.4188391233037543	0.5686904386779372	0.9974137485850534	0.8750056434101819	0.7675147775137663	0.7030142043569401
Column3	0.6309093199649514	0.6114411679101636	0.9680042635325957	0.0	0.42328899245325113	0.9322629404336044	0.6435304525629544	0.4354419726566575	0.9359219883624453	0.45686346640899755	1.0602947192340828	0.5076671605460414	1.04045948562745	0.8663535507493766	1.0727632161485035	0.489694495488304	0.8415582953679295	1.0407094457599475	0.3828012856077313	0.6525398695431569	1.0438028289196382	0.668849826759571	0.6974790722131006	0.8241166134591645	0.9677302284503219	0.26942336133381295	0.7413784001464618	0.6506810793594061	0.6635739732990278	0.7813486229398163	0.665855470703131	0.7128608186242426	1.1508988571326872	0.7465595635811769	0.6961546891968908	0.8850609249344805	0.9853782035912838	0.7207608932779512	0.5077531639286486	0.8877078062351975	0.5532326660106666	0.8674421543623201	0.28853817177838226	0.6235393125903528	0.9105967914643861	0.9771258768782316	0.5040196105918998	0.6243209391990621	1.2661566960249737	0.588799352408089
Column4	0.5981376384137026	0.5479104679493106	0.9325297628203809	0.42328899245325113	0.0	0.6115678886897399	0.3698844232035349	0.6355834970638028	0.6703833792579212	0.6023013810549225	0.8352138079582249	0.5658695063181864	0.7456013447255239	0.8444867996872978	0.880944811023944	0.39003827905261734	0.4968736128497444	0.7168888674748382	0.48798638438407915	0.7067100596104176	0.8982514922056191	0.5033571456337969	0.47559839674326265	0.3910325225221478	0.5410082475760467	0.5749553003719281	0.6038390914184175	0.8219632920687401	0.6532110136902882	0.647083859787714	0.8710021297198889	0.6953192156484722	0.8094160999146764	0.6777612916692768	0.9005177579777295	0.7170789243061932	0.978581005904788	0.5024436033107766	0.5490557464242696	0.5817427624621637	0.8512091733900715	0.7749512800740019	0.603188277759918	0.5639185889824962	1.0086347261548514	0.4795765314547217	0.7102110455813071	0.8116580987355483	0.5983561944816703	0.5411105979619439
Column5	0.8352273690124916	0.7155042180287383	1.1350521324894007	0.9322629404336044	0.6115678886897399	0.0	0.5490100555617001	0.7211499017104128	0.3492406601336897	1.2242714018174388	0.739771514984299	0.8812382474020214	0.8128702592786572	0.6874763943860154	1.087902023551378	0.8500735169705977	0.854560174053179	0.762252852501985	0.8313877350297545	0.6106352264351345	0.7692185481549445	0.6943440132774653	0.5153526463068678	0.44224148066355773	0.8362156281482842	1.0102554840623899	0.8683520552356503	1.0033554516258398	0.49803388323960696	0.6658231025623654	0.9861029028029963	0.9184946132782672	0.9307703754397185	0.6787510247862767	0.710938765705729	0.8025005545583229	0.9137036071829693	0.5321307494453555	0.5181122955293933	0.9555724402554012	0.9592047157180125	0.8961223719525545	0.8905303982598134	1.102538951086468	0.5842169424691668	0.7662545414556196	1.1802403156851609	0.5757228673634521	0.6328112358472855	0.3961894566746472
Column6	0.5283483062857173	0.8253129962867211	1.1813151335322412	0.6435304525629544	0.3698844232035349	0.5490100555617001	0.0	0.7488345044840043	0.6659504423484248	0.7262905110621085	0.6129565265555742	0.9636363419671837	0.5761892871504699	0.9318846140053081	1.2542643372330697	0.6284702170222461	1.050129539476754	0.284668908510865	0.8523355975854369	0.7147352822002672	0.8398891662506898	0.3592203332771102	0.5991231182133137	0.3763431845875902	0.5980155251722243	0.8133987136270121	0.7415404857600227	0.9121197228384873	0.46890955098756604	0.9961101402185846	1.0062030270048912	0.7498591555913642	0.7074233091888196	0.8851695524287878	0.7197310536614283	0.7558772851753955	1.1775567477909537	0.2735703260646487	0.7995851445751029	0.8000175147613479	0.8454944384830627	0.7408197208896785	0.8467258433104781	0.7354622580234662	0.725412060848166	0.6759512782376553	0.8011385716592034	1.0782975320687231	0.6076881276842485	0.6060246349128899
Column7	0.6857268311586993	0.4534766807458658	1.3118793268634383	0.4354419726566575	0.6355834970638028	0.7211499017104128	0.7488345044840043	0.0	0.8965959536842169	0.9099652921807143	0.6841060283248741	0.7418661502033006	0.8239984338511246	0.634053270999232	1.1179827084989096	0.751189559952511	1.0043956897764128	0.9755413740364122	0.31782476351727196	0.5952694972274757	0.6396958053002584	0.8620617107024283	0.7438642447830679	0.6338131417523136	1.3117440482797675	0.5966275421647189	0.514551037143723	0.82517761792647	0.7978745307424921	0.49526011732624686	0.7580337851697792	0.5841644797540753	1.345944218378524	0.8866773650380273	0.3634575868591249	1.111571364110773	0.7826805508123027	0.6215669690505008	0.736347342385703	1.0733561317414653	1.0860104671337378	0.8424791276857679	0.6479488427747914	0.5736442065376373	0.588639388362747	1.0678621034249243	0.5620116511040063	0.3518108122209236	1.1720500998653869	0.6131835665088652
Column8	1.2005178502081906	0.4767843477157835	0.8227825481781396	0.9359219883624453	0.6703833792579212	0.3492406601336897	0.6659504423484248	0.8965959536842169	0.0	0.9400608931625496	1.079882241060967	0.6523506580356722	0.5944455722991079	0.8670768143214751	0.9438019336669228	0.6783866102870608	0.6935262882637476	0.6697687122179534	1.0027751842001016	0.5046595511379319	0.9048568675520728	0.6079824904622402	0.2656791729692948	0.6512188024105706	0.8589013744187552	0.8252794327721414	0.9679725194095302	1.3507160546861978	0.3985530693010083	0.8114765593693999	1.343914846324079	1.0123410210983177	0.9345074061333642	1.068154998072161	0.9247522730681772	0.9242952496972395	0.5683588325319975	0.5745581899398646	0.4846831640495589	0.8534727294072267	1.1795814840501193	0.866368629543736	1.1280211152008366	1.0379571199928104	0.9896781131401321	0.8706371333898276	1.058113487087795	0.7726960166974164	0.8169614663242142	0.477408204636239
Column9	1.0371745009807383	0.7023442838635239	0.9679148530072929	0.45686346640899755	0.6023013810549225	1.2242714018174388	0.7262905110621085	0.9099652921807143	0.9400608931625496	0.0	1.4337271930478752	0.4852725091685304	1.08339154911488	1.1023791470496995	1.1704374954740766	0.5936851433249473	0.7314575237330943	0.854924721004593	0.6895709854681988	0.9845101544591907	1.3964347327854247	0.5827518032054395	0.7158657317059745	0.8661868184406843	0.8249044331333432	0.596378773658579	1.0443029876869336	1.0867504766364982	0.6712116223436148	0.9756604633563789	1.0618259488335442	0.9236751321781984	1.1604841903109693	0.9795132826998744	1.0883569502775747	0.5979783734198119	0.9129518734218681	0.9513999803091978	0.6275521863303744	0.8564217289044948	0.6202559944344517	0.9035138231167225	0.7803704162664863	0.7659534446628502	1.206347111442337	1.1601681215697948	0.7316146471449462	1.2930199127695114	1.1659049848296212	0.8230441155327409
